database_url,sample_id,date_collected,location,host,depth,viromics,core_processor,Final greenhouse GWC (%),Freezer location,GWC %,H2O amount (ml),H2O atom perc,Lab dried GWC (%),Time of sampling,Vial size (ml),Weight (gr),Weight dried (gr),Weight for DNA (gr),Weight for pH (gr),Wet Weight (gr),pH
https://biotite.berkeley.edu/QRLab/1076/detail,AA2_D2_CO2-T1,2022-04-12,AA,UCB,10-20,0,SB,,,,,,,2022-04-12 14:07,30,,,,,,
https://biotite.berkeley.edu/QRLab/1077/detail,AA2_D3_CO2-T1,2022-04-12,AA,UCB,20-30,0,BK,,,,,,,2022-04-12 14:08,30,,,,,,
https://biotite.berkeley.edu/QRLab/1078/detail,AA2_D4_CO2-T1,2022-04-12,AA,UCB,30-50,0,AK,,,,,,,2022-04-12 14:09,30,,,,,,
https://biotite.berkeley.edu/QRLab/1079/detail,AA2_D5_CO2-T1,2022-04-12,AA,UCB,50-80,0,SM,,,,,,,2022-04-14 14:10,30,,,,,,
https://biotite.berkeley.edu/QRLab/1080/detail,AB2_D1_CO2-T1,2022-04-12,AB,UCB,0-10,0,MY,,,,,,,2022-04-12 14:11,30,,,,,,
https://biotite.berkeley.edu/QRLab/1081/detail,AB2_D2_CO2-T1,2022-04-12,AB,UCB,10-20,0,SB,,,,,,,2022-04-12 14:12,30,,,,,,
https://biotite.berkeley.edu/QRLab/1082/detail,AB2_D3_CO2-T1,2022-04-12,AB,UCB,20-30,0,BK,,,,,,,2022-04-12 14:13,30,,,,,,
https://biotite.berkeley.edu/QRLab/1083/detail,AB2_D4_CO2-T1,2022-04-12,AB,UCB,30-50,0,AK,,,,,,,2022-04-12 14:14,30,,,,,,
https://biotite.berkeley.edu/QRLab/1084/detail,AB2_D5_CO2-T1,2022-04-12,AB,UCB,50-80,0,SM,,,,,,,2022-04-12 14:15,30,,,,,,
https://biotite.berkeley.edu/QRLab/1085/detail,AC2_D1_CO2-T1,2022-04-12,AC,UCB,0-10,0,MY,,,,,,,2022-04-12 14:16,30,,,,,,
https://biotite.berkeley.edu/QRLab/1086/detail,AC2_D2_CO2-T1,2022-04-12,AC,UCB,10-20,0,SB,,,,,,,2022-04-12 14:17,30,,,,,,
https://biotite.berkeley.edu/QRLab/1087/detail,AC2_D3_CO2-T1,2022-04-12,AC,UCB,20-30,0,BK,,,,,,,2022-04-12 14:18,30,,,,,,
https://biotite.berkeley.edu/QRLab/1088/detail,AC2_D4_CO2-T1,2022-04-12,AC,UCB,30-50,0,AK,,,,,,,2022-04-12 14:19,30,,,,,,
https://biotite.berkeley.edu/QRLab/1089/detail,AC2_D5_CO2-T1,2022-04-12,AC,UCB,50-80,0,SM,,,,,,,2022-04-12 14:20,30,,,,,,
https://biotite.berkeley.edu/QRLab/1090/detail,AA2_D1_CO2-T2,2022-04-15,AA,UCB,0-10,0,MY,,,,,,,2022-04-15 13:40,30,,,,,,
https://biotite.berkeley.edu/QRLab/1091/detail,AA2_D2_CO2-T2,2022-04-15,AA,UCB,10-20,0,SB,,,,,,,2022-04-15 13:41,30,,,,,,
https://biotite.berkeley.edu/QRLab/1092/detail,AA2_D3_CO2-T2,2022-04-15,AA,UCB,20-30,0,BK,,,,,,,2022-04-15 13:42,30,,,,,,
https://biotite.berkeley.edu/QRLab/1093/detail,AA2_D4_CO2-T2,2022-04-15,AA,UCB,30-50,0,AK,,,,,,,2022-04-15 13:43,30,,,,,,
https://biotite.berkeley.edu/QRLab/1094/detail,AA2_D5_CO2-T2,2022-04-15,AA,UCB,50-80,0,SM,,,,,,,2022-04-15 13:44,30,,,,,,
https://biotite.berkeley.edu/QRLab/1095/detail,AB2_D1_CO2-T2,2022-04-15,AB,UCB,0-10,0,MY,,,,,,,2022-04-15 13:45,30,,,,,,
https://biotite.berkeley.edu/QRLab/1096/detail,AB2_D2_CO2-T2,2022-04-15,AB,UCB,10-20,0,SB,,,,,,,2022-04-15 13:46,30,,,,,,
https://biotite.berkeley.edu/QRLab/1097/detail,AB2_D3_CO2-T2,2022-04-15,AB,UCB,20-30,0,BK,,,,,,,2022-04-15 13:47,30,,,,,,
https://biotite.berkeley.edu/QRLab/1098/detail,AB2_D4_CO2-T2,2022-04-15,AB,UCB,30-50,0,AK,,,,,,,2022-04-15 13:48,30,,,,,,
https://biotite.berkeley.edu/QRLab/1099/detail,AB2_D5_CO2-T2,2022-04-15,AB,UCB,50-80,0,SM,,,,,,,2022-04-15 13:49,30,,,,,,
https://biotite.berkeley.edu/QRLab/1100/detail,AC2_D1_CO2-T2,2022-04-15,AC,UCB,0-10,0,MY,,,,,,,2022-04-15 13:50,30,,,,,,
https://biotite.berkeley.edu/QRLab/1101/detail,AC2_D2_CO2-T2,2022-04-15,AC,UCB,10-20,0,SB,,,,,,,2022-04-15 13:51,30,,,,,,
https://biotite.berkeley.edu/QRLab/1102/detail,AC2_D3_CO2-T2,2022-04-15,AC,UCB,20-30,0,BK,,,,,,,2022-04-15 13:52,30,,,,,,
https://biotite.berkeley.edu/QRLab/1103/detail,AC2_D4_CO2-T2,2022-04-15,AC,UCB,30-50,0,AK,,,,,,,2022-04-15 13:53,30,,,,,,
https://biotite.berkeley.edu/QRLab/1104/detail,AC2_D5_CO2-T2,2022-04-15,AC,UCB,50-80,0,SM,,,,,,,2022-04-15 13:53,30,,,,,,
https://biotite.berkeley.edu/QRLab/1105/detail,HA2_D1_CO2-T1,2022-04-11,HA,UCB,0-10,0,SB,,,,,,,2022-04-11 12:10,30,,,,,,
https://biotite.berkeley.edu/QRLab/1106/detail,HA2_D2_CO2-T1,2022-04-11,HA,UCB,10-20,0,MY,,,,,,,2022-04-11 12:11,30,,,,,,
https://biotite.berkeley.edu/QRLab/1107/detail,HA2_D3_CO2-T1,2022-04-11,HA,UCB,20-30,0,BK,,,,,,,2022-04-11 12:12,30,,,,,,
https://biotite.berkeley.edu/QRLab/1108/detail,HA2_D4_CO2-T1,2022-04-11,HA,UCB,30-50,0,AK,,,,,,,2022-04-11 12:14,30,,,,,,
https://biotite.berkeley.edu/QRLab/1109/detail,HA2_D5_CO2-T1,2022-04-11,HA,UCB,50-80,0,SM,,,,,,,2022-04-11 12:15,30,,,,,,
https://biotite.berkeley.edu/QRLab/1110/detail,HB2_D1_CO2-T1,2022-04-11,HB,UCB,0-10,0,SB,,,,,,,2022-04-11 12:17,30,,,,,,
https://biotite.berkeley.edu/QRLab/1111/detail,HB2_D2_CO2-T1,2022-04-11,HB,UCB,10-20,0,MY,,,,,,,2022-04-11 12:18,30,,,,,,
https://biotite.berkeley.edu/QRLab/1112/detail,HB2_D3_CO2-T1,2022-04-11,HB,UCB,20-30,0,BK,,,,,,,2022-04-11 12:19,30,,,,,,
https://biotite.berkeley.edu/QRLab/1113/detail,HB2_D4_CO2-T1,2022-04-11,HB,UCB,30-50,0,AK,,,,,,,2022-04-11 12:21,30,,,,,,
https://biotite.berkeley.edu/QRLab/1114/detail,HB2_D5_CO2-T1,2022-04-11,HB,UCB,50-80,0,SM,,,,,,,2022-04-11 12:22,30,,,,,,
https://biotite.berkeley.edu/QRLab/1115/detail,HC2_D1_CO2-T1,2022-04-11,HC,UCB,0-10,0,SB,,,,,,,2022-04-11 12:24,30,,,,,,
https://biotite.berkeley.edu/QRLab/1116/detail,HC2_D2_CO2-T1,2022-04-11,HC,UCB,10-20,0,MY,,,,,,,2022-04-11 12:25,30,,,,,,
https://biotite.berkeley.edu/QRLab/1117/detail,HC2_D3_CO2-T1,2022-04-11,HC,UCB,20-30,0,BK,,,,,,,2022-04-11 12:27,30,,,,,,
https://biotite.berkeley.edu/QRLab/1118/detail,HC2_D4_CO2-T1,2022-04-11,HC,UCB,30-50,0,AK,,,,,,,2022-04-11 12:28,30,,,,,,
https://biotite.berkeley.edu/QRLab/1119/detail,HC2_D5_CO2-T1,2022-04-11,HC,UCB,50-80,0,SM,,,,,,,2022-04-11 12:30,30,,,,,,
https://biotite.berkeley.edu/QRLab/1120/detail,HA2_D1_CO2-T2,2022-04-14,HA,UCB,0-10,0,SB,,,,,,,2022-04-14 15:28,30,,,,,,
https://biotite.berkeley.edu/QRLab/1121/detail,HA2_D2_CO2-T2,2022-04-14,HA,UCB,10-20,0,MY,,,,,,,2022-04-14 15:29,30,,,,,,
https://biotite.berkeley.edu/QRLab/1122/detail,HA2_D3_CO2-T2,2022-04-14,HA,UCB,20-30,0,BK,,,,,,,2022-04-14 15:30,30,,,,,,
https://biotite.berkeley.edu/QRLab/1123/detail,HA2_D4_CO2-T2,2022-04-14,HA,UCB,30-50,0,AK,,,,,,,2022-04-14 15:31,30,,,,,,
https://biotite.berkeley.edu/QRLab/1124/detail,HA2_D5_CO2-T2,2022-04-14,HA,UCB,50-80,0,SM,,,,,,,2022-04-14 15:31,30,,,,,,
https://biotite.berkeley.edu/QRLab/1125/detail,HB2_D1_CO2-T2,2022-04-14,HB,UCB,0-10,0,SB,,,,,,,2022-04-14 15:32,30,,,,,,
https://biotite.berkeley.edu/QRLab/1126/detail,HB2_D2_CO2-T2,2022-04-14,HB,UCB,10-20,0,MY,,,,,,,2022-04-14 15:33,30,,,,,,
https://biotite.berkeley.edu/QRLab/1127/detail,HB2_D3_CO2-T2,2022-04-14,HB,UCB,20-30,0,BK,,,,,,,2022-04-14 15:34,30,,,,,,
https://biotite.berkeley.edu/QRLab/1128/detail,HB2_D4_CO2-T2,2022-04-14,HB,UCB,30-50,0,AK,,,,,,,2022-04-14 15:35,30,,,,,,
https://biotite.berkeley.edu/QRLab/1129/detail,HB2_D5_CO2-T2,2022-04-14,HB,UCB,50-80,0,SM,,,,,,,2022-04-14 15:36,30,,,,,,
https://biotite.berkeley.edu/QRLab/1130/detail,HC2_D1_CO2-T2,2022-04-14,HC,UCB,0-10,0,SB,,,,,,,2022-04-14 15:37,30,,,,,,
https://biotite.berkeley.edu/QRLab/1131/detail,HC2_D2_CO2-T2,2022-04-14,HC,UCB,10-20,0,MY,,,,,,,2022-04-14 15:37,30,,,,,,
https://biotite.berkeley.edu/QRLab/1132/detail,HC2_D3_CO2-T2,2022-04-14,HC,UCB,20-30,0,BK,,,,,,,2022-04-14 15:38,30,,,,,,
https://biotite.berkeley.edu/QRLab/1133/detail,HC2_D4_CO2-T2,2022-04-14,HC,UCB,30-50,0,AK,,,,,,,2022-04-14 15:39,30,,,,,,
https://biotite.berkeley.edu/QRLab/1134/detail,HC2_D5_CO2-T2,2022-04-14,HC,UCB,50-80,0,SM,,,,,,,2022-04-14 15:40,30,,,,,,
https://biotite.berkeley.edu/QRLab/1135/detail,AA1_D3_CO2-T3,2022-04-19,AA,UCB,20-30,0,,,,,,,,2022-04-19 14:00,30,,,,,,
https://biotite.berkeley.edu/QRLab/1136/detail,AA1_D4_CO2-T3,2022-04-19,AA,UCB,30-50,0,,,,,,,,2022-04-19 14:02,30,,,,,,
https://biotite.berkeley.edu/QRLab/1137/detail,AA1_D5_CO2-T3,2022-04-19,AA,UCB,50-70,0,,,,,,,,2022-04-19 14:04,30,,,,,,
https://biotite.berkeley.edu/QRLab/1138/detail,AB1_D3_CO2-T3,2022-04-19,AB,UCB,20-30,0,,,,,,,,2022-04-19 14:05,30,,,,,,
https://biotite.berkeley.edu/QRLab/1139/detail,AB1_D4_CO2-T3,2022-04-19,AB,UCB,30-50,0,,,,,,,,2022-04-19 14:07,30,,,,,,
https://biotite.berkeley.edu/QRLab/1140/detail,AB1_D5_CO2-T3,2022-04-19,AB,UCB,50-70,0,,,,,,,,2022-04-19 14:9,30,,,,,,
https://biotite.berkeley.edu/QRLab/1141/detail,AC1_D3_CO2-T3,2022-04-19,AC,UCB,20-30,0,,,,,,,,2022-04-19 14:10,30,,,,,,
https://biotite.berkeley.edu/QRLab/1142/detail,AC1_D4_CO2-T3,2022-04-19,AC,UCB,30-50,0,,,,,,,,2022-04-19 14:11,30,,,,,,
https://biotite.berkeley.edu/QRLab/1143/detail,AC1_D5_CO2-T3,2022-04-19,AC,UCB,50-65,0,,,,,,,,2022-04-19 14:13,30,,,,,,
https://biotite.berkeley.edu/QRLab/1144/detail,HA1_D3_CO2-T3,2022-04-15,HA,UCB,20-30,0,,,,,,,,2022-04-15 14:20,30,,,,,,
https://biotite.berkeley.edu/QRLab/1145/detail,HA1_D4_CO2-T3,2022-04-15,HA,UCB,30-50,0,,,,,,,,2022-04-15 14:21,30,,,,,,
https://biotite.berkeley.edu/QRLab/1146/detail,HA1_D5_CO2-T3,2022-04-15,HA,UCB,50-80,0,,,,,,,,2022-04-15 14:22,30,,,,,,
https://biotite.berkeley.edu/QRLab/1147/detail,HB1_D3_CO2-T3,2022-04-15,HB,UCB,20-30,0,,,,,,,,2022-04-15 14:23,30,,,,,,
https://biotite.berkeley.edu/QRLab/1148/detail,HB1_D4_CO2-T3,2022-04-15,HB,UCB,30-50,0,,,,,,,,2022-04-15 14:23,30,,,,,,
https://biotite.berkeley.edu/QRLab/1149/detail,HB1_D5_CO2-T3,2022-04-15,HB,UCB,50-80,0,,,,,,,,2022-04-15 14:24,30,,,,,,
https://biotite.berkeley.edu/QRLab/1150/detail,HC1_D3_CO2-T3,2022-04-15,HC,UCB,20-30,0,,,,,,,,2022-04-15 14:25,30,,,,,,
https://biotite.berkeley.edu/QRLab/1151/detail,HC1_D4_CO2-T3,2022-04-15,HC,UCB,30-50,0,,,,,,,,2022-04-15 14:25,30,,,,,,
https://biotite.berkeley.edu/QRLab/1152/detail,HC1_D5_CO2-T3,2022-04-15,HC,UCB,50-80,0,,,,,,,,2022-04-15 14:26,30,,,,,,
https://biotite.berkeley.edu/QRLab/1153/detail,AA3_D1_DNA-RNA,2022-04-27,AA,UCB,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1154/detail,AA3_D2_DNA-RNA,2022-04-27,AA,UCB,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1155/detail,AA3_D3_DNA-RNA,2022-04-27,AA,UCB,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1156/detail,AA3_D4_DNA-RNA,2022-04-27,AA,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1157/detail,AA3_D5_DNA-RNA,2022-04-27,AA,UCB,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1158/detail,AB3_D1_DNA-RNA,2022-04-27,AB,UCB,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1159/detail,AB3_D2_DNA-RNA,2022-04-27,AB,UCB,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1160/detail,AB3_D3_DNA-RNA,2022-04-27,AB,UCB,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1161/detail,AB3_D4_DNA-RNA,2022-04-27,AB,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1162/detail,AB3_D5_DNA-RNA,2022-04-27,AB,UCB,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1163/detail,AC3_D1_DNA-RNA,2022-04-27,AC,UCB,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1164/detail,AC3_D2_DNA-RNA,2022-04-27,AC,UCB,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1165/detail,AC3_D3_DNA-RNA,2022-04-27,AC,UCB,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1166/detail,AC3_D4_DNA-RNA,2022-04-27,AC,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1167/detail,AC3_D5_DNA-RNA,2022-04-27,AC,UCB,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1168/detail,HA3_D1_DNA-RNA,2022-04-27,HA,UCB,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1169/detail,HA3_D2_DNA-RNA,2022-04-27,HA,UCB,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1170/detail,HA3_D3_DNA-RNA,2022-04-27,HA,UCB,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1171/detail,HA3_D4_DNA-RNA,2022-04-27,HA,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1172/detail,HA3_D5_DNA-RNA,2022-04-27,HA,UCB,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1173/detail,HB3_D1_DNA-RNA,2022-04-27,HB,UCB,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1174/detail,HB3_D2_DNA-RNA,2022-04-27,HB,UCB,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1175/detail,HB3_D3_DNA-RNA,2022-04-27,HB,UCB,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1176/detail,HB3_D4_DNA-RNA,2022-04-27,HB,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1177/detail,HB3_D5_DNA-RNA,2022-04-27,HB,UCB,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1178/detail,HC3_D1_DNA-RNA,2022-04-27,HC,UCB,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1179/detail,HC3_D2_DNA-RNA,2022-04-27,HC,UCB,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1180/detail,HC3_D3_DNA-RNA,2022-04-27,HC,UCB,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1181/detail,HC3_D4_DNA-RNA,2022-04-27,HC,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1182/detail,HC3_D5_DNA-RNA,2022-04-27,HC,UCB,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1183/detail,AA3_D1_GSC,2022-04-27,AA,UCB,0-10,0,MY,,,23.75586854,,,,,,,,,5,5.055,4.565
https://biotite.berkeley.edu/QRLab/1184/detail,AA3_D2_GSC,2022-04-27,AA,UCB,10-20,0,ES,,,24.5481691,,,,,,,,,5.037,5.037,4.575
https://biotite.berkeley.edu/QRLab/1185/detail,AA3_D3_GSC,2022-04-27,AA,UCB,20-30,0,ZH,,,22.80835493,,,,,,,,,5.082,5.109,4.6
https://biotite.berkeley.edu/QRLab/1186/detail,AA3_D4_GSC,2022-04-27,AA,UCB,30-50,0,ZA-A,,,19.42330211,,,,,,,,,5.058,5.148,4.67
https://biotite.berkeley.edu/QRLab/1187/detail,AA3_D5_GSC,2022-04-27,AA,UCB,50-80,0,JF,,,20.02350522,,,,,,,,,5.087,5.021,4.66
https://biotite.berkeley.edu/QRLab/1188/detail,AB3_D1_GSC,2022-04-27,AB,UCB,0-10,0,MY,,,21.40879729,,,,,,,,,4.998,5.012,4.625
https://biotite.berkeley.edu/QRLab/1189/detail,AB3_D2_GSC,2022-04-27,AB,UCB,10-20,0,ES,,,20.96901054,,,,,,,,,5.077,5.057,4.545
https://biotite.berkeley.edu/QRLab/1190/detail,AB3_D3_GSC,2022-04-27,AB,UCB,20-30,0,ZH,,,19.2244348,,,,,,,,,5.069,5.111,4.64
https://biotite.berkeley.edu/QRLab/1191/detail,AB3_D4_GSC,2022-04-27,AB,UCB,30-50,0,ZA-A,,,18.17511792,,,,,,,,,5.08,5.021,4.755
https://biotite.berkeley.edu/QRLab/1192/detail,AB3_D5_GSC,2022-04-27,AB,UCB,50-80,0,JF,,,17.54125167,,,,,,,,,5.064,5.033,4.8
https://biotite.berkeley.edu/QRLab/1193/detail,AC3_D1_GSC,2022-04-27,AC,UCB,0-10,0,MY,,,23.92206963,,,,,,,,,5.02,5.103,4.545
https://biotite.berkeley.edu/QRLab/1194/detail,AC3_D2_GSC,2022-04-27,AC,UCB,10-20,0,ES,,,21.73202614,,,,,,,,,5.019,5.019,4.465
https://biotite.berkeley.edu/QRLab/1195/detail,AC3_D3_GSC,2022-04-27,AC,UCB,20-30,0,ZH,,,20.66443158,,,,,,,,,4.953,5.039,4.455
https://biotite.berkeley.edu/QRLab/1196/detail,AC3_D4_GSC,2022-04-27,AC,UCB,30-50,0,ZA-A,,,20.69975339,,,,,,,,,5.065,5.111,4.49
https://biotite.berkeley.edu/QRLab/1197/detail,AC3_D5_GSC,2022-04-27,AC,UCB,50-80,0,JF,,,20.07609014,,,,,,,,,5.121,4.964,4.475
https://biotite.berkeley.edu/QRLab/1198/detail,HA3_D1_GSC,2022-04-27,HA,UCB,0-10,0,MY,,,13.20754717,,,,,,,,,4.995,5.004,5.06
https://biotite.berkeley.edu/QRLab/1199/detail,HA3_D2_GSC,2022-04-27,HA,UCB,10-20,0,ES,,,12.63337601,,,,,,,,,5.038,5.057,5.005
https://biotite.berkeley.edu/QRLab/1200/detail,HA3_D3_GSC,2022-04-27,HA,UCB,20-30,0,ZH,,,11.63166397,,,,,,,,,4.95,4.999,5.01
https://biotite.berkeley.edu/QRLab/1201/detail,HA3_D4_GSC,2022-04-27,HA,UCB,30-50,0,ZA-A,,,7.76504298,,,,,,,,,5.141,5.002,4.91
https://biotite.berkeley.edu/QRLab/1202/detail,HA3_D5_GSC,2022-04-27,HA,UCB,50-80,0,JF,,,7.056798623,,,,,,,,,5.003,5.006,5.005
https://biotite.berkeley.edu/QRLab/1203/detail,HB3_D1_GSC,2022-04-27,HB,UCB,0-10,0,MY,,,14.38170122,,,,,,,,,5.014,5.106,5.175
https://biotite.berkeley.edu/QRLab/1204/detail,HB3_D2_GSC,2022-04-27,HB,UCB,10-20,0,ES,,,11.35806033,,,,,,,,,5.024,5.024,4.95
https://biotite.berkeley.edu/QRLab/1205/detail,HB3_D3_GSC,2022-04-27,HB,UCB,20-30,0,ZH,,,12.48387559,,,,,,,,,5,5.024,4.99
https://biotite.berkeley.edu/QRLab/1206/detail,HB3_D4_GSC,2022-04-27,HB,UCB,30-50,0,ZA-A,,,9.886866699,,,,,,,,,5.001,5.015,4.98
https://biotite.berkeley.edu/QRLab/1207/detail,HB3_D5_GSC,2022-04-27,HB,UCB,50-80,0,JF,,,8.288670074,,,,,,,,,5.013,5.006,5.185
https://biotite.berkeley.edu/QRLab/1208/detail,HC3_D1_GSC,2022-04-27,HC,UCB,0-10,0,MY,,,15.54339328,,,,,,,,,5.088,4.999,4.925
https://biotite.berkeley.edu/QRLab/1209/detail,HC3_D2_GSC,2022-04-27,HC,UCB,10-20,0,ES,,,14.7815599,,,,,,,,,5.051,5.014,4.875
https://biotite.berkeley.edu/QRLab/1210/detail,HC3_D3_GSC,2022-04-27,HC,UCB,20-30,0,ZH,,,11.32606832,,,,,,,,,5.011,5.097,4.96
https://biotite.berkeley.edu/QRLab/1211/detail,HC3_D4_GSC,2022-04-27,HC,UCB,30-50,0,ZA-A,,,11.84311715,,,,,,,,,5.062,5.025,5.115
https://biotite.berkeley.edu/QRLab/1212/detail,HC3_D5_GSC,2022-04-27,HC,UCB,50-80,0,JF,,,10.58194154,,,,,,,,,5.039,5.009,5.24
https://biotite.berkeley.edu/QRLab/1213/detail,AA3_D1_EMSL,2022-04-27,AA,PNNL,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1214/detail,AA3_D2_EMSL,2022-04-27,AA,PNNL,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1215/detail,AA3_D3_EMSL,2022-04-27,AA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1216/detail,AA3_D4_EMSL,2022-04-27,AA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1217/detail,AA3_D5_EMSL,2022-04-27,AA,PNNL,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1218/detail,AB3_D1_EMSL,2022-04-27,AB,PNNL,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1219/detail,AB3_D2_EMSL,2022-04-27,AB,PNNL,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1220/detail,AB3_D3_EMSL,2022-04-27,AB,PNNL,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1221/detail,AB3_D4_EMSL,2022-04-27,AB,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1222/detail,AB3_D5_EMSL,2022-04-27,AB,PNNL,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1223/detail,AC3_D1_EMSL,2022-04-27,AC,PNNL,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1224/detail,AC3_D2_EMSL,2022-04-27,AC,PNNL,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1225/detail,AC3_D3_EMSL,2022-04-27,AC,PNNL,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1226/detail,AC3_D4_EMSL,2022-04-27,AC,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1227/detail,AC3_D5_EMSL,2022-04-27,AC,PNNL,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1228/detail,HA3_D1_EMSL,2022-04-27,HA,PNNL,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1229/detail,HA3_D2_EMSL,2022-04-27,HA,PNNL,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1230/detail,HA3_D3_EMSL,2022-04-27,HA,PNNL,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1231/detail,HA3_D4_EMSL,2022-04-27,HA,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1232/detail,HA3_D5_EMSL,2022-04-27,HA,PNNL,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1233/detail,HB3_D1_EMSL,2022-04-27,HB,PNNL,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1234/detail,HB3_D2_EMSL,2022-04-27,HB,PNNL,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1235/detail,HB3_D3_EMSL,2022-04-27,HB,PNNL,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1236/detail,HB3_D4_EMSL,2022-04-27,HB,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1237/detail,HB3_D5_EMSL,2022-04-27,HB,PNNL,50-80,0,JF,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1238/detail,HC3_D1_EMSL,2022-04-27,HC,PNNL,0-10,0,MY,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1239/detail,HC3_D2_EMSL,2022-04-27,HC,PNNL,10-20,0,ES,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1240/detail,HC3_D3_EMSL,2022-04-27,HC,PNNL,20-30,0,ZH,,,,,,,,,,,,,,
https://biotite.berkeley.edu/QRLab/1241/detail,HC3_D4_EMSL,2022-04-27,HC,PNNL,30-50,0,ZA-A,,,,,,,,,,,,,,
